time, data
98.301, 0.242306
98.318, 0.242306
98.318, 0.242306
98.335, 0.242306
98.335, 0.242306
98.352, 0.242306
98.369, 0.242306
98.369, 0.242306
98.386, 0.242306
98.403, 0.242306
98.403, 0.242306
98.42, 0.242306
98.437, 0.242306
98.437, 0.242306
98.454, 0.242306
98.471, 0.242306
98.471, 0.242306
98.488, 0.242306
98.505, 0.242306
98.505, 0.242306
98.522, 0.242306
98.539, 0.242306
98.539, 0.242306
98.556, 0.242306
98.573, 0.242306
98.573, 0.242306
98.59, 0.242306
98.607, 0.242306
98.607, 0.242306
98.624, 0.242306
98.641, 0.242306
98.641, 0.242306
98.658, 0.242306
98.658, 0.242306
98.675, 0.242306
98.692, 0.242306
98.692, 0.242306
98.709, 0.242306
98.726, 0.242306
98.726, 0.242306
98.743, 0.242306
98.76, 0.242306
98.76, 0.242306
98.777, 0.242306
98.794, 0.242306
98.794, 0.242306
98.811, 0.242306
98.811, 0.242306
98.828, 0.242306
98.845, 0.242306
98.845, 0.242306
98.862, 0.242306
98.879, 0.242306
98.879, 0.242306
98.896, 0.242306
98.912, 0.242306
98.912, 0.242306
98.929, 0.242306
98.946, 0.242306
98.946, 0.242306
98.963, 0.242306
98.98, 0.242306
98.98, 0.242306
98.997, 0.242306
99.013, 0.242306
99.013, 0.242306
99.029, 0.242306
99.046, 0.242306
99.046, 0.242306
99.063, 0.242306
99.063, 0.242306
99.08, 0.242306
99.097, 0.242306
99.097, 0.242306
99.114, 0.242306
99.131, 0.242306
99.131, 0.242306
99.148, 0.242306
99.165, 0.242306
99.165, 0.242306
99.182, 0.242306
99.199, 0.242306
99.199, 0.242306
99.216, 0.242306
99.233, 0.242306
99.233, 0.242306
99.25, 0.242306
99.267, 0.242306
99.267, 0.242306
99.284, 0.242306
99.301, 0.242306
99.301, 0.242306
99.318, 0.242306
99.318, 0.242306
99.335, 0.242306
99.352, 0.242306
99.352, 0.242306
99.369, 0.242306
99.386, 0.242306
99.386, 0.242306
99.403, 0.242306
99.42, 0.242306
99.42, 0.242306
99.437, 0.242306
99.454, 0.242306
99.454, 0.242306
99.471, 0.242306
99.488, 0.242306
99.488, 0.242306
99.505, 0.242306
99.522, 0.242306
99.522, 0.242306
99.539, 0.242306
99.539, 0.242306
99.556, 0.242306
99.573, 0.242306
99.573, 0.242306
99.59, 0.242306
99.607, 0.242306
99.607, 0.242306
99.624, 0.242306
99.641, 0.242306
99.641, 0.242306
99.658, 0.242306
99.675, 0.242306
99.675, 0.242306
99.692, 0.242306
99.709, 0.242306
99.709, 0.242306
99.726, 0.242306
99.743, 0.242306
99.743, 0.242306
99.76, 0.242306
99.777, 0.242306
99.777, 0.242306
99.794, 0.242306
99.811, 0.242306
99.811, 0.242306
99.828, 0.242306
99.828, 0.242306
99.845, 0.242306
99.862, 0.242306
99.862, 0.242306
99.879, 0.242306
99.896, 0.242306
99.896, 0.242306
99.913, 0.242306
99.93, 0.242306
99.93, 0.242306
99.947, 0.242306
99.964, 0.242306
99.964, 0.242306
99.981, 0.242306
99.998, 0.242306
99.998, 0.242306
100.015, 0.242306
100.031, 0.242306
100.031, 0.242306
100.048, 0.242306
100.048, 0.242306
100.065, 0.242306
100.082, 0.242306
100.082, 0.242306
100.099, 0.242306
100.116, 0.242306
100.116, 0.242306
100.133, 0.242306
100.15, 0.242306
100.15, 0.242306
100.167, 0.242306
100.184, 0.242306
100.184, 0.242306
100.201, 0.242306
100.218, 0.242306
100.218, 0.242306
100.235, 0.242306
100.235, 0.242306
100.252, 0.242306
100.269, 0.242306
100.286, 0.242306
100.286, 0.242306
100.303, 0.242306
100.303, 0.242306
100.32, 0.242306
100.337, 0.242306
100.337, 0.242306
100.354, 0.242306
100.371, 0.242306
100.371, 0.242306
100.388, 0.242306
100.405, 0.242306
100.405, 0.242306
100.422, 0.242306
100.439, 0.242306
100.439, 0.242306
100.456, 0.242306
100.473, 0.242306
100.473, 0.242306
100.49, 0.242306
100.507, 0.242306
100.507, 0.242306
100.524, 0.242306
100.524, 0.242306
100.541, 0.242306
100.558, 0.242306
100.558, 0.242306
100.575, 0.242306
100.592, 0.242306
100.592, 0.242306
100.609, 0.242306
100.626, 0.242306
100.626, 0.242306
